prestador_codigo,prestador_nome,_provider_ranking_id,especialidade,avg_cost_before,avg_cost_after,amount_of_contact,contact_score,rank_position,patient_by_month,claim_per_capita,average_paid_by_month,rate_atendimento_domiciliar,rate_terapias,rate_pronto_socorro,rate_exames_ambulatoriais,rate_consulta,rate_internacao,_provider_id,no_fantasia,no_razao_social,no_municipio,co_sigla_estado,no_bairro,co_cep,no_logradouro,nu_endereco,no_complemento,nu_telefone,no_email,tipo_estabelecimento
14526487000155,CAM CLINICA DE ASSISTENCIA A MULHER LTDA,c92357f59b93241386ad0020dcec7b55,MÉDICO GINECOLOGISTA E OBSTETRA,6592.07,456.57,630,14.438,18,238.77,398.87,53525.340322580647,,,,0.595,,0.008,26c8bcb97161bbf11fc3debfcce686d7,CAM,CLINICA DE ASSISTENCIA A MULHER LTDA,SALVADOR,BA,CANELA,40110180,RUA CLAUDIO MANOEL DA COSTA,58,CASA,31833344,cam@clinicacam.com.br,CLINICA/CENTRO DE ESPECIALIDADE
27372066000169,Hospital Sao Rafael Sa,8e95031cc70d2025031a6514904a0d95,MÉDICO GINECOLOGISTA E OBSTETRA,17371.5,1252.97,115,13.864,19,18.23,412.77,6728.2196666666659,,,,0.766,,0.234,f3f7621a92e0e0f3df5e619a803fd245,HOSPITAL SAO RAFAEL,HOSPITAL SAO RAFAEL S A,SALVADOR,BA,SAO MARCOS,41253190,SAO RAFAEL,2152,1 SUBSOLO,71 32816151,alfredomartini@terra.com.br,
61486650025682,IMAGE MEMORIAL DIAGNOSTIC,7f9a3584a8abc7650ca898545bf97002,MÉDICO GINECOLOGISTA E OBSTETRA,9711.56,703.72,240,13.8,20,74.3,500.87,28252.570370370373,,,,0.314,,0.002,788a82ccbd9ea646c563cf58c899363f,DIVISAO IMAGE UNIDADE ITAIGARA,DIAGNOSTICOS DA AMERICA S A,SALVADOR,BA,PITUBA,41750300,RUA ALTINO SEBERTO DE BARROS,241,1 ANDAR,(71) 2109-8800,ITAIGARA@DASA.COM.BR,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
55053623000114,SAUDIMAGEM CUBATAO CENTRO MEDICO DIAGNOSTICO LTDA,b4c74a329d834a454b9fbdbd1d9c8a58,MÉDICO GINECOLOGISTA E OBSTETRA,4338.71,325.26,110,13.339,21,42.47,326.34,8850.351999999999,,,,0.758,,,bc263a05617de5a9d3b618b3f9500512,SAUD IMAGEM,SAUD IMAGEM CUBATAO CENTRO MEDICO DIAGNOSTICO EIRELI,CUBATAO,SP,VILA NOVA,11520000,AVENIDA NOVE DE ABRIL,2950,TERREO,(13) 332022650,administracao@saudeimagem.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
19378769000176,INSTITUTO HERMES PARDINI S/A,1051d21d9d5b2de781efc193efd06404,MÉDICO GINECOLOGISTA E OBSTETRA,5621.14,474.61,281,11.844,22,98.36,323.78,27696.6025,,,,0.063,,,212dea859b058596489458a2e6daa003,INSTITUTO HERMES PARDINI AIMORES 66,INSTITUTO HERMES PARDINI LTDA,BELO HORIZONTE,MG,FUNCIONARIOS,30140070,RUA DOS AIMORES,66,"",(31) 3629-8042,regulatorios@grupopardini.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
13086053000119,CLINICA SANTA HELENA LTDA,bd0ff4e1f2c737225877da3517269dee,MÉDICO GINECOLOGISTA E OBSTETRA,3488.45,307.23,277,11.355,23,51.73,2015.79,133041.86322580648,,0.008,0.003,0.126,,0.165,458ef23c83fd25dd5ae6d7e13a128978,CLINICA SANTA HELENA SUISSA,CLINICA SANTA HELENA LTDA,ARACAJU,SE,BAIRRO SAO JOSE,49015240,FREI PAULO,331,"",32161400,"",
10730521000158,CLINICA DE ONCOLOGIA E MASTOLOGIA DE NATAL LTDA,144112c48732f0fc4959a9b2367478af,MÉDICO GINECOLOGISTA E OBSTETRA,4134.43,401.49,102,10.298,24,45.45,4251.9,120313.01814814816,,0.086,0.002,0.37,,0.064,111ea3f79e72bd0fb1e52f7e3f5e8161,CLINICA DE ONCOLOGIA E MASTOLOGIA,CLINICA DE ONCOLOGIA E MASTOLOGIA DE NATAL LTDA,NATAL,RN,TIROL,59020100,AFONSO PENA,1071,"",84 40083388,onco@supercabo.com.br,CLINICA/CENTRO DE ESPECIALIDADE
31273717000130,RAD MED DIAGNOSTICO POR IMAGEM LTDA,c304223830a5794ea23c45e7d79901ae,MÉDICO GINECOLOGISTA E OBSTETRA,6053.29,592.24,199,10.221,25,76.33,770.8,42216.241153846153,,,,0.258,,0.001,12165a883feeed5630a580fc72c41c21,RAD MED,RAD MED DIAGNOSTICO POR IMAGEM LTDA,CAMPOS DOS GOYTACAZES,RJ,CENTRO,28010280,RUA MAL DEODORO,150,"",22 27376450,gerencia@radmed.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
13890272000156,LABCHECAP,f97c3b1fb0332597645cf15907e19cfa,MÉDICO GINECOLOGISTA E OBSTETRA,10758.27,1157.89,114,9.291,26,43.52,556.89,19246.2548,,,,0.323,,0.004,a88740b914e193b8f8b0525fa0ec78fe,LABCHECAP,CECOBA CLINICA DE ECOGRAFIA DA BAHIA LTDA EPP,SALVADOR,BA,PITUBA,41810000,AV PAULO VI,1956,CASA,(71) 3345-8200,cecobaadm@labchecap.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
13792965000106,COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DA BAHIA,279bae2a434bd549861f64b65547ece3,MÉDICO GINECOLOGISTA E OBSTETRA,8931.91,1042.6,295,8.567,27,42.76,1654.72,68946.875,,,,,,1,553abd495f4cd2a7ebd504eaa19e3949,COOPANEST,COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DA BAHIA,SALVADOR,BA,FEDERACAO,40210750,ANITA GARIBALDI,1815,CENTRO,71 32379950,alex@coopanestba.com.br,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE
27434992000111,MATERNIDADE SANTA URSULA DE VITORIA SC LTDA,5df52b70269fd74f271b36144bd88c7f,MÉDICO GINECOLOGISTA E OBSTETRA,3923,551.39,127,7.115,28,16.4,2957.47,42705.8496,,0.016,0.002,0.047,,0.397,06515a37312b22ea3ff00340a7be29c4,MATERNIDADE SANTA URSULA,MATERNIDADE SANTA URSULA DE VITORIA LTDA,VITORIA,ES,MATA DA PRAIA,29066070,RUA DESEMBARGADOR JOSE FORTUNATO RIBEIRO,30,"",(27)21224028,financeiro@maternidadesantaursula.com.br,
36282457000183,UNICAMPOS U DE IMAGEM DE CAMPOS LTDA,650d0fa32ed6a1e424e5231ff05d2d06,MÉDICO GINECOLOGISTA E OBSTETRA,2830.34,408.67,189,6.926,29,64.1,379.87,18423.493461538463,,,,0.557,,0.002,b6d2ff2400e789ecc1566b5f5b04f633,ULTRAMED DIAGNOSTICOS,UNICAMPOS UNIDADE DE IMAGEM DE CAMPOS LTDA,CAMPOS DOS GOYTACAZES,RJ,CENTRO,28010260,RUA TREZE DE MAIO,277,"","","",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
30097497000179,IRSA INSTITUTO DE RADIOLOGIA SA,c4c6bd8113a05d76eecb1ef7cb583dc9,MÉDICO GINECOLOGISTA E OBSTETRA,3500.53,519.81,118,6.734,30,33.34,424.84,12609.188,,,,0.387,,0.001,63b48af4ba9d0153105d54c743759932,IRSA INSTITUTO DE RADIOLOGIA S A,IRSA INSTITUTO DE RADIOLOGIA LTDA,NITEROI,RJ,CENTRO,24020075,ERNANI DO AMARAL PEIXOTO,178,SALA 103 A 107 205,21 27291650,"",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
27766880000168,CLINRADULTRA SONOGICARAI LTDA,b2cf4d7ec753c88deb5148dad51878e9,MÉDICO GINECOLOGISTA E OBSTETRA,3988.66,657.84,113,6.063,31,41.67,508.84,15837.511666666664,,,,0.417,,,f48e165d362f5b9cf862bb7cf36a7f67,CENTRO DE IMAGEM ICARAI,CLINICA DE RADIOLOGIA E ULTRASONOGRAFIA ICARAI LTDA,NITEROI,RJ,ICARAI,24220021,RUA ALVARES DE AZEVEDO,62,64,(21)27170910,financeiro2@imagemicarai.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
58213380000122,HOSPITAL SAO LUCAS LTDA,d6d8b50689117bb98c72057915d43f6d,MÉDICO GINECOLOGISTA E OBSTETRA,4334.96,1002.14,132,4.326,32,29.94,6746.84,165879.24448275863,,0.078,0.03,0.05,,0.309,40f56a1c5d65958aa6d9c761b672fe5f,HOSPITAL SAO LUCAS DE SANTOS,HOSPITAL SAO LUCAS DE SANTOS LTDA,SANTOS,SP,VILA BELMIRO,11060000,AVENIDA DONA ANA COSTA,168,"",(13)2102-5000,saolucas@saolucas.com.br,
35650324000150,CARDIODIAGNOSTICO LTDA,90663fefd823d680d4456d1ab1c96e6d,MÉDICO GINECOLOGISTA E OBSTETRA,1627.24,664.55,145,2.449,33,62.07,3041.28,106219.35925925928,,,,0.071,,0.206,aa5ce6bf3b2e8b12878e3b9c778fc8c7,HOSPITAL WILSON ROSADO,CARDIODIAGNOSTICO LTDA,MOSSORO,RN,SANTO ANTONIO,59611010,RUA PEDRO VELHO,250,HOSP WILSON ROSADO,(84)3318-9000,hwrosado@yahoo.com.br,
60961422000155,SERV SOCIAL IND PAPEL PAPELAO E CORT DO,a7bf2e25adbc9f3865f22d02dca0316b,MÉDICO GINECOLOGISTA E OBSTETRA,328.51,772.24,183,0.425,34,5.91,1765.84,6930.0905660377357,,,,0.068,,0.248,40328432b30f1e7089d07dc09b800802,HOSPITAL SEPACO,SERV SOCIAL DA IND DO PAPEL PAPELAO E CORT DO ESTADO DE SP,SAO PAULO,SP,VILA MARIANA,04102900,VERGUEIRO,4210,"","","",
43721026000131,GRUPO INTEGRADO DE PATOLOGIA GENITAL FEM,d84657c5d50231ff5902526ee5a9f0ba,MÉDICO GINECOLOGISTA E OBSTETRA,241.19,680.6,538,0.354,35,16.79,206.4,2428.5299999999997,,,,0.857,,0.143,49f603d3baa4305c1768f175c623249c,GIP MEDICINA DIAGNOSTICA SA CENTRAL,GIP MEDICINA DIAGNOSTICA SA,SAO PAULO,SP,PARAISO,04006050,RUA AFONSO FREITAS,188,"","","",UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
50252998000190,CURA CENTRO DE ULTRA E RADIO S A.,7b7c4608c5c6f710322d6617e578c5c8,MÉDICO GINECOLOGISTA E OBSTETRA,273.92,1149.32,205,0.238,36,6.92,1062.82,4671.9774999999991,,,,0.376,,0.03,37345fd3c576d4760e94433fd33daf6e,CURA CENTRO DE ULTRASSONOGRAFIA E RADIOLOGIA,CURA CENTRO DE ULTRASSONOGRAFIA E RADIOLOGIA S A,SAO PAULO,SP,JD PAULISTA,01401002,AVENIDA BRIGADEIRO LUIS ANTONIO,4469,"","",cedocpro@cura.com.br,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
21371777000132,HOSPITAL BANDEIRANTES S.A ,ee38b866e5a1cf63b503af79956cf0c0,MÉDICO GINECOLOGISTA E OBSTETRA,243.63,1372.38,173,0.178,37,6.38,2277.63,8541.1075,,0.044,,0.051,,0.269,675930d0d9a5f93997a585dece622f3e,HOSPITAL LEFORTE LIBERDADE,HOSPITAL LEFORTE LIBERDADE S A,SAO PAULO,SP,LIBERDADE,01506000,RUA GALVAO BUENO,257,"",(11)33452000,mariolucio@hospitalbandeirantes.com.br,
31601909000129,SERUM HEMATOLOGIA E HEMOTERAPIA S/C LTDA,0d7b76caf17959848610a7eb4fa97407,MÉDICO HEMATOLOGISTA,45185.4,13702.07,289,3.298,1,37.76,9670.02,292704.20538461546,,,,0.009,,,3350d4261ca1e55f3692acd4d5fde79f,SERUM HEMATOLOGIA HEMOTERAPIA CENTRO,SERUM HEMATOLOGIA E HEMOTERAPIA LTDA,RIO DE JANEIRO,RJ,CENTRO,20230010,AVENIDA MARECHAL FLORIANO,99,LOJA A TERREO,2126225391,contato@sampali.com.br,CENTRO DE ATENCAO HEMOTERAPICA E OU HEMATOLOGICA
13792965000106,COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DA BAHIA,45939937281df22c9520e61b14002a33,MÉDICO NEFROLOGISTA,35942.1,4165.14,104,8.629,1,24.32,2221.67,38123.824,,,,,,1,553abd495f4cd2a7ebd504eaa19e3949,COOPANEST,COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DA BAHIA,SALVADOR,BA,FEDERACAO,40210750,ANITA GARIBALDI,1815,CENTRO,71 32379950,alex@coopanestba.com.br,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE
13792965000106,COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DA BAHIA,d39888b581a87a77c97e81dff3aa8fd6,MÉDICO NEUROLOGISTA,22213.67,6064.38,132,3.663,1,23.84,2470.44,51483.945600000006,,,,,,1,553abd495f4cd2a7ebd504eaa19e3949,COOPANEST,COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DA BAHIA,SALVADOR,BA,FEDERACAO,40210750,ANITA GARIBALDI,1815,CENTRO,71 32379950,alex@coopanestba.com.br,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE
17004239000132,CLINICA DE OLHOS MARCO REY LTDA,d88d52708ef9aff7376401cdb195dd2e,MÉDICO OFTALMOLOGISTA,3426.91,95.7,259,35.809,1,63.21,206.45,9307.6070833333324,,,,0.697,,0.103,bef030e2fa7d8feb0d03c4a71cf786d2,CLINICA DE OLHOS MARCO REY LTDA,CLINICA DE OLHOS MARCO REY LTDA,NATAL,RN,TIROL,59020265,AFONSO PENA,1212,"",84 30262020,faturamento@iomr.com.br,CLINICA/CENTRO DE ESPECIALIDADE
03665391000151,OFTALMOS LTDA-EPP,aaf55d24b09b551fc2d0bd35cf2e35d9,MÉDICO OFTALMOLOGISTA,6554.57,189.81,142,34.532,2,9.18,1317.13,34245.33782608695,,,,0.719,,0.196,583f438683c68e22a1ac3bb6979ebd7b,OFTALMOS,OFTALMOS LTDA,ARACAJU,SE,CENTRO,49010180,ESTANCIA,777,"",79 2115252,"",CLINICA/CENTRO DE ESPECIALIDADE
30493159000156,CLINICA WAJNBERG LTDA,44a400c1d01d0f6e48fb419c669916df,MÉDICO OFTALMOLOGISTA,6334.27,197.06,151,32.144,3,36.61,309.44,8366.7023076923069,,,,0.278,,0.212,b4b737f331bc154a3bafc37d381adf55,CIOM CENTRO INTEGRADO OFTALMO OTORRINO DO MEIER,CLINICA WAJNBERG LTDA,RIO DE JANEIRO,RJ,MEIER,20710010,HERMENGARDA,428,"",21 25012552,contato@ciom.com.br,HOSPITAL/DIA - ISOLADO
47249285734,ROBERTO PIRES PINTO,095b813ce289a005638e958b4ff1908d,MÉDICO OFTALMOLOGISTA,4843.16,156.05,116,31.036,4,12.32,42.84,682.820625,,,,0.806,,,ecb33fbcca800786e7f49f8d34cd2845,ROBERTO PIRES PINTO,ROBERTO PIRES PINTO,CAMPOS DOS GOYTACAZES,RJ,CENTRO,28035125,RUA ALVARENGA FILHO,114,SALA 201,(22) 27224877,"",CONSULTORIO ISOLADO
14683538000152,SIM CLINICAS,4fbfbaa05fe31c8b3f1f9aaba4cfd43d,MÉDICO OFTALMOLOGISTA,39662.37,1520.91,113,26.078,5,30.38,779.6,17248.650833333337,,0.012,,0.094,,0.006,7c7c560acfa7f84599712ac6deca6052,SIM CLINICAS,CRC SERVICOS MEDICOS HOSPITALARES LTDA,SALVADOR,BA,LIBERDADE,40375016,ESTRADA DA LIBERDADE PROX CAIXA ECONOMICA,408,CASA,(71) 3327-8100,"",HOSPITAL/DIA - ISOLADO
01068978000158,CENTRO DE OLHOS DIAGNOSTICO E TRATAMENTO LTDA,ae6ba1f57598da9cec13b08707488c00,MÉDICO OFTALMOLOGISTA,6039.76,237.78,294,25.401,6,62.63,326.3,16249.5668,,,,0.934,,0.042,67d75d2ccafdac0073fad66edff9bede,CENTRO DE OLHOS DE CAMPOS,CENTRO DE OLHOS DIAGNOSTICO E TRATAMENTO LTDA,CAMPOS DOS GOYTACAZES,RJ,CENTRO,28010010,RUA TREZE DE MAIO,286,SL 212 2 ANDAR,22 27239878,"",CLINICA/CENTRO DE ESPECIALIDADE
23554568520,JOSE AUGUSTO DE LIMA,3c54d8586483661adc32ef4200442dfd,MÉDICO OFTALMOLOGISTA,5337.05,257.58,140,20.72,7,42.71,46.64,1500.1512499999994,,,,0.785,,,cd9fb84dc10035548c5b0faa4e9ff537,JOSE AUGUSTO DE LIMA,JOSE AUGUSTO DE LIMA,ARACAJU,SE,CENTRO,49010180,RUA ESTANCIA,277,"",3211- 5252,"",CONSULTORIO ISOLADO
33794132000191,CLIVALE PROSAUDE IGUATEMI LTDA,0b71a209dc804b49bcc3fe659da6440c,MÉDICO OFTALMOLOGISTA,4937.24,265.08,286,18.625,8,104.92,712.29,50818.297586206892,,0.049,,0.208,,0.014,1d6f67d640fd90e374a7f203a5fda4ad,CLIVALE,CLIVALE PROSAUDE IGUATEMI SC LTDA,SALVADOR,BA,PITUBA,41820900,AV TANCREDO NEVES SHOPPING IGUATEMI,148,4 PISO,(71) 2102-7799,pedro@clivale.com.br,
30079222000102,CLINICA OFTALMOLOGICA SANTA BEATRIZ LTDA,87a7eccc14b1b4ca3bf57e08d57e0089,MÉDICO OFTALMOLOGISTA,3856,209.31,101,18.422,9,38.63,1211.24,27532.449999999997,,,,0.674,,0.071,7e12612589d41f9faccafd315bd60d19,HOSPITAL DE OLHOS SANTA BEATRIZ,HOSPITAL OFTALMOLOGICO SANTA BEATRIZ LTDA,NITEROI,RJ,FONSECA,24120191,ALAMEDA SAO BOAVENTURA,586,"",(21)26250808,diretoria@hosb.com.br,
63743462000119,CENTRO DE DIAGNOSTICO OFTALMOLOGICO DA AMAZONIA,32563796a5b635e1983f26c556e0fed8,MÉDICO OFTALMOLOGISTA,4620.55,254.31,136,18.169,10,31.92,505.72,11399.834166666667,,,,0.667,,0.086,1d12396d4629802427347f95dbfc8a4e,CEDOA,CENTRO DE DIAGNOSTICO OFTALMOLOGICO DA AMAZONIA LTDA,MANAUS,AM,NOSSA SENHORA DAS GR,69053180,RUA RIO MAR,474,CONJUNTO VIEIRALVES,(92) 3212-6000,convenios@cedoa.com.br,HOSPITAL/DIA - ISOLADO
08015672000182,CENTRO OFTALMOLOGICO LAGOS DE RIO DAS OSTRAS LTDA ME,5f86be80627bee668f4b15180a99388e,MÉDICO OFTALMOLOGISTA,3256.92,183.3,213,17.768,11,57.79,388.74,17391.99695652174,,,,0.98,,0.016,b51b4d858239b29cd636b7efd4a50218,CENTRO OFTALMOLOGICO LAGOS DE RIO DAS OSTRAS,CENTRO OFTALMOLOGICO LAGOS DE RIO DAS OSTRAS LTDA,RIO DAS OSTRAS,RJ,COSTAZUL,28895270,AVENIDA GOVERNADOR ROBERTO SILVEIRA,S/N,QD 08 LT 014,222 7774521,trielo.ro@hotmail.com,HOSPITAL/DIA - ISOLADO
44425570715,WALTER ROCHA PEREIRA,5e6ed1b35ae357294a46c80dcaaa7909,MÉDICO OFTALMOLOGISTA,3142.83,180.86,132,17.377,12,42.25,310.98,10573.267500000002,,,,0.803,,0.006,c20332a7c63498846e9faa869b5e7e4e,WALTER ROCHA PEREIRA,WALTER ROCHA PEREIRA,MACAE,RJ,CENTRO,27910310,RUA SETE DE SETEMBRO,166,"",(22) 2762-7707,"",CONSULTORIO ISOLADO
03495529000111,INSTITUTO DE OLHOS DR CRISTIANO MENDONCA,d706d7b2310962f056b98ff0224564d2,MÉDICO OFTALMOLOGISTA,5945.52,347.47,111,17.111,13,27.71,2328.65,42550.763181818184,,,,0.766,,0.079,746248315e3aa9008399e241588fdc1a,INSTITUTO DE OLHOS DR CRISTIANO MENDONCA,CAMARGO MENDONCA LTDA,ARACAJU,SE,CENTRO,49015110,ITABAIANA,758,TERREO,"","",HOSPITAL/DIA - ISOLADO
55678577000149,CLINICA REFRAKTUM LTDA - EPP,70f9f7c4520c7d02740b52793f42bfc1,MÉDICO OFTALMOLOGISTA,5177.21,326.72,123,15.846,14,19.46,430.35,8772.4992307692264,,,,0.778,,0.016,a3cfe8ec44a1d5eafe4fd2c8aab6e410,INSTITUTO DE OLHOS EDUARDO PAULINO,CLINICA REFRAKTUM EIRELI,SANTOS,SP,BOQUEIRAO,11055001,AVENIDA WASHINGTON LUIZ,451,"",(13) 3477-9000,"",CLINICA/CENTRO DE ESPECIALIDADE
70026661000171,HOSPITAL DE OLHOS DO RIO GRANDE DO NORTE LTDA,8bdae502a2800c0b1e73a8783bf634f6,MÉDICO OFTALMOLOGISTA,3725.28,243.42,161,15.304,15,29.11,718.33,26463.109999999997,,,,0.743,,0.142,058a15bbe33e253874efe9625df9c623,HOSPITAL DE OLHOS DO RN,HOSPITAL DE OLHOS DO RN LTDA,NATAL,RN,PETROPOLIS,59020090,RUA MOSSORO,615,"",(84)3211 8373,"",PRONTO SOCORRO ESPECIALIZADO
16458630000144,HOSPITAL DE OLHOS DE SERGIPE LTDA,f3dbee004f61175c64c91afdfba47bc9,MÉDICO OFTALMOLOGISTA,5450.51,356.71,417,15.28,16,120.68,1044.82,83545.708846153851,,,,0.806,,0.026,92478e8d707d8dc84c8711b4af617da7,HOSPITAL DE OLHOS DE SERGIPE,HOSPITAL DE OLHOS DE SERGIPE LTDA,ARACAJU,SE,TREZE DE JULHO,49020380,CAMPO DO BRITO,995,"",79 32120800,financeiro@hosergipe.com.br,HOSPITAL/DIA - ISOLADO
73794724615,MAURO NICO,a47d62a4af7be929cfea6a292eb93d2b,MÉDICO OFTALMOLOGISTA,3825.61,271.03,158,14.115,17,31.33,422.73,11901.38653846154,,,,0.854,,,d2a7ac880b7d915852f38fa64e1b9e40,MAURO NICO,MAURO NICO,MACAE,RJ,IMBETIBA,27913350,AVENIDA ELIAS AGOSTINHO,340,SALAS 408 409 E 410,"","",CONSULTORIO ISOLADO
92725406668,LYDIO LUIZ BANDEIRA MELO,5dda192071b42da8bc9797483861b6d6,MÉDICO OFTALMOLOGISTA,2395.96,177.74,157,13.48,18,24.54,486.83,10963.360799999999,,,,0.823,,0,c3ac277300093713abe11799a77827ee,LYDIO LUIZ BANDEIRA DE MELLO,LYDIO LUIZ BANDEIRA DE MELLO,MACAE,RJ,CENTRO,27910362,AVENIDA RUI BARBOSA,698,SALA 802,(22) 2762-8956,cdo@lydiobandeira.com.br,CONSULTORIO ISOLADO
39256128000156,HOSPITAL DE OLHOS NITEROI,747a7d43c778a19b971f78feb9c59bab,MÉDICO OFTALMOLOGISTA,5143.55,384.53,577,13.376,19,105.49,913.37,109536.20370370371,,,0.001,0.632,,0.118,d0196729471bc41d0e9787a27301ba24,HOSPITAL DE OLHOS NITEROI,CENTRO DE OLHOS AV SETE DE SETEMBRO LTDA,NITEROI,RJ,ICARAI,24230250,SETE DE SETEMBRO,221,227 229 E 233,21 27156000,financeiro@hon.com.br,HOSPITAL/DIA - ISOLADO
13792965000106,COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DA BAHIA,3db2e71880e73c366f5aaa623844ee9c,MÉDICO OFTALMOLOGISTA,11953.21,971.06,348,12.309,20,52.9,2387.76,110479.77307692308,,,,,,1,553abd495f4cd2a7ebd504eaa19e3949,COOPANEST,COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DA BAHIA,SALVADOR,BA,FEDERACAO,40210750,ANITA GARIBALDI,1815,CENTRO,71 32379950,alex@coopanestba.com.br,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE
46207296000117,HOSPITAL VISAO LASER OFTALMOLOGIA LTDA,66a30300cbc3f567925a01c6ecc78360,MÉDICO OFTALMOLOGISTA,2491.05,247.66,101,10.058,21,46.03,712.07,23128.041200000003,,,,0.801,,0.05,e795deee7c67a19cb355b3f47fd741c9,HOSPITAL VISAO LASER OFTALMOLOGIA LTDA,HOSPITAL VISAO LASER OFTALMOLOGIA LTDA,SANTOS,SP,VILA MATIAS,11015001,AVENIDA CONSELHEIRO NEBIAS,355,"",(13)32335727,colombobarbosa@uol.com.br,HOSPITAL/DIA - ISOLADO
40514432000135,INSTITUTO DE OLHOS FREITAS LTDA,d2cd17f7c84b751927538292d7a41ee4,MÉDICO OFTALMOLOGISTA,9635.53,1273.06,236,7.569,22,131.44,4783.6,307298.7144,,,,0.56,,0.208,c6ef0ac383f6b16627119c2aaaf17c6e,INSTITUTO DE OLHOS FREITAS,INSTITUTO DE OLHOS LTDA,SALVADOR,BA,CAMINHO DAS ARVORES,41820021,TANCREDO NEVES,1963,LJ 1963,71 35053612,rc@controllcontabil.com.br,HOSPITAL/DIA - ISOLADO
28967123000115,CLINICA SANTA MARIA LTDA,0aba9eb916fb22931bb5483f7d862aa0,MÉDICO OFTALMOLOGISTA,5205.3,767.61,109,6.781,23,43.46,8726.62,218892.64416666667,,0.041,0.034,0.33,,0.059,fca25da2a5b9951d48aae3011b5ecd81,CLINICA SANTA MARIA,CLINICA SANTA MARIA LTDA,CAMPOS DOS GOYTACAZES,RJ,CENTRO,28010140,RUA CONSELHEIRO OTAVIANO,195,"",22 27268300,csm@clinicastamaria.com.br,
08147477000106,HOSPITAL AGNUS DEI LTDA,af82d24754309dcf95d3c0cc5824d22a,MÉDICO OFTALMOLOGISTA,11651.07,2111.55,136,5.518,24,71.36,9315.72,285061.03640000004,,0.138,0.087,0.092,,0.308,06846cf435afe63d580fbf012809b5aa,HOSPITAL AGNUS DEI,HOSPITAL AGNUS DEI LTDA,CATU,BA,CENTRO,48110000,PRACA LOURENCO OLIVIERI,43,PREDIO,(71)36418250,monica.veloso@hospitalagnusdei.com.br,
57482903000173,HOSPITAL E MATERNIDADE DR CHRISTOVAO DA GAMA S/A,5da2c5ec5122b6ca534486617028aaa5,MÉDICO OFTALMOLOGISTA,2695.08,666.43,185,4.044,25,22.08,7792.14,75555.922499999971,,0.017,0.007,0.14,,0.398,4250c8c4dd2687f4528307c690635c62,HOSPITAL E MATERNIDADE DR CHRISTOVAO DA GAMA,HOSPITAL E MATERNIDADE DR CHRISTOVAO DA GAMA,SANTO ANDRE,SP,VILA ASSUNCAO,09030010,AV DR ERASMO,18,"",(11)49933805,jose.lima@hmcg.com.br,
27372066000169,Hospital Sao Rafael Sa,72c8309efd650393f40a9a718ca9a58d,MÉDICO OFTALMOLOGISTA,9554.41,2730.88,952,3.499,26,403.5,27655.58,5099201.7132352944,,0.019,0.013,0.083,,0.158,f3f7621a92e0e0f3df5e619a803fd245,HOSPITAL SAO RAFAEL,HOSPITAL SAO RAFAEL S A,SALVADOR,BA,SAO MARCOS,41253190,SAO RAFAEL,2152,1 SUBSOLO,71 32816151,alfredomartini@terra.com.br,
61367520000121,HCLOE HOSPITAL DE OLHOS LTDA,d0a86ae39856e1ff4a1d5439154ce133,MÉDICO OFTALMOLOGISTA,1604.34,695.55,124,2.307,27,9.85,660.99,3804.3615555555562,,,,0.587,,0.14,f63e199607f0b889273a0f1b0061fc9b,HCLOE HOSPITAL DE OLHOS,HCLOE HOSPITAL DE OLHOS LTDA,SAO PAULO,SP,BELA VISTA,01332000,RUA ITAPEVA,240,4 5 10 12 13,11312409999,fabiana.silva@opty.com.br,HOSPITAL/DIA - ISOLADO
